num_words,num_characters,num_exclamation_marks,num_links,has_suspicious_link,num_attachments,has_attachment,sender_reputation_score,email_hour,email_day_of_week,is_weekend,num_recipients,contains_money_terms,contains_urgency_terms,target
16,92,0,6,1,1,1,0.66,23,6,1,25,0,0,
9,65,0,3,0,2,1,0.89,1,3,0,27,0,1,
29,198,0,1,1,1,1,0.74,12,3,0,24,1,1,
14,81,0,0,0,0,0,0.81,23,4,0,28,1,1,
12,78,0,0,0,0,0,0.95,6,4,0,20,0,0,
10,59,0,0,0,0,0,0.91,19,1,0,27,0,0,
16,107,0,3,0,1,1,0.77,1,1,0,13,0,1,
10,66,0,6,0,0,0,0.83,14,1,0,22,1,0,
12,77,0,3,0,0,0,0.73,20,1,0,25,0,1,
24,136,0,4,0,1,1,0.83,17,3,0,29,0,0,
12,71,0,0,0,1,1,0.56,2,1,0,27,0,0,
16,100,0,5,0,1,1,0.87,18,2,0,26,0,0,
12,78,0,8,1,0,0,0.83,12,1,0,20,1,0,
15,105,0,5,0,1,1,0.82,1,1,0,6,1,1,
18,110,0,8,1,2,1,0.75,18,2,0,7,0,0,
29,168,0,5,0,1,1,0.42,12,5,1,12,1,1,
11,63,0,0,0,0,0,0.52,7,4,0,23,1,0,
19,111,0,1,0,0,0,0.51,14,1,0,6,1,1,
21,156,0,0,0,0,0,0.55,12,1,0,17,0,0,
21,143,0,5,0,1,1,0.71,4,3,0,6,0,1,
13,74,0,0,0,2,1,0.82,1,1,0,21,0,0,
19,120,0,4,0,1,1,0.83,22,6,1,19,1,0,
16,102,0,5,1,1,1,0.74,7,6,1,30,0,0,
20,123,0,8,0,0,0,0.74,20,6,1,1,0,0,
16,102,0,7,0,1,1,0.63,22,2,0,12,1,1,
14,83,0,4,1,0,0,0.51,20,2,0,18,0,0,
31,197,0,5,0,0,0,0.95,18,5,1,1,0,0,
15,89,0,2,0,0,0,0.4,12,2,0,24,0,0,
14,101,0,1,1,0,0,0.42,16,0,0,16,0,1,
20,123,0,8,0,0,0,0.7,4,2,0,18,1,1,
29,189,0,2,0,1,1,0.38,22,2,0,13,0,0,
16,86,0,6,0,0,0,0.6,18,3,0,23,0,0,
16,120,0,1,0,1,1,0.63,18,1,0,25,0,0,
6,33,0,6,0,0,0,0.59,19,5,1,19,0,0,
12,70,0,1,0,0,0,0.62,12,3,0,25,0,0,
20,123,0,7,1,0,0,0.66,6,3,0,21,1,1,
15,104,0,5,0,1,1,0.47,1,5,1,14,0,1,
19,114,0,1,0,1,1,0.72,18,1,0,13,0,1,
17,105,0,0,1,0,0,0.6,5,1,0,11,1,0,
19,113,0,7,1,1,1,0.54,12,5,1,6,1,1,
23,170,0,4,1,1,1,0.76,14,2,0,13,1,1,
26,170,0,4,0,0,0,0.73,15,5,1,29,1,1,
25,163,0,6,1,1,1,0.66,11,3,0,23,1,0,
17,115,0,0,0,0,0,0.46,13,0,0,23,0,1,
16,123,0,7,1,0,0,0.74,18,0,0,25,1,0,
26,175,0,2,0,0,0,0.7,14,4,0,24,1,1,
5,28,0,2,0,2,1,0.53,6,3,0,8,0,0,
17,127,0,2,0,2,1,0.74,20,4,0,18,0,1,
22,144,0,6,1,1,1,0.42,20,1,0,22,0,1,
17,105,0,2,0,1,1,0.68,11,3,0,23,0,0,
25,149,0,4,1,1,1,0.59,4,6,1,19,0,0,
20,140,0,5,1,0,0,0.77,2,5,1,16,1,1,
22,146,0,8,1,1,1,0.42,6,4,0,24,1,1,
18,102,0,6,1,2,1,0.59,16,5,1,1,0,0,
16,90,0,4,1,1,1,0.95,3,2,0,25,0,0,
14,89,0,5,1,2,1,0.84,3,0,0,21,0,1,
18,106,0,8,1,2,1,0.93,11,1,0,3,0,0,
15,88,0,1,1,0,0,0.97,21,2,0,17,0,0,
26,167,0,0,1,1,1,0.92,20,4,0,3,0,0,
10,63,0,6,1,0,0,0.98,17,6,1,10,0,1,
22,153,0,1,0,0,0,0.95,1,4,0,1,0,0,
21,120,0,2,0,1,1,0.78,12,5,1,20,0,1,
12,82,0,8,1,2,1,0.74,11,3,0,28,0,0,
10,68,0,1,0,2,1,0.98,15,6,1,5,1,1,
29,186,0,6,0,0,0,0.32,4,4,0,5,0,1,
15,90,0,7,1,1,1,0.42,17,6,1,19,0,1,
21,131,0,2,0,0,0,0.56,11,5,1,3,0,0,
20,130,0,0,0,1,1,0.67,5,4,0,16,1,0,
15,86,0,3,0,0,0,0.89,6,4,0,18,0,1,
15,96,0,2,0,2,1,0.83,12,1,0,6,0,0,
15,85,0,8,0,1,1,0.61,11,3,0,3,1,1,
16,104,0,8,0,0,0,0.68,20,4,0,19,0,0,
23,151,0,6,1,1,1,0.31,1,2,0,17,1,1,
21,143,0,4,1,0,0,0.75,9,6,1,4,1,1,
22,147,0,3,1,1,1,0.53,19,3,0,14,0,1,
15,89,0,2,1,0,0,0.94,0,5,1,11,0,1,
11,66,0,0,0,0,0,0.82,8,6,1,25,0,0,
28,169,0,0,0,1,1,0.81,3,4,0,2,1,1,
19,126,0,4,1,1,1,0.68,3,0,0,10,1,1,
26,168,0,4,1,1,1,0.73,14,3,0,24,1,1,
11,67,0,5,0,2,1,0.87,14,5,1,20,0,0,
21,141,0,2,0,1,1,0.78,19,6,1,23,0,1,
13,80,0,5,0,2,1,0.53,12,5,1,19,0,0,
22,155,0,6,1,1,1,0.71,5,1,0,4,1,1,
14,103,0,1,0,2,1,0.99,18,1,0,9,0,0,
17,98,0,7,1,0,0,0.78,8,0,0,25,1,0,
15,94,0,7,1,1,1,0.76,17,4,0,2,1,0,
18,108,0,2,0,2,1,0.83,21,1,0,11,0,0,
17,114,0,2,1,1,1,0.57,1,1,0,2,0,1,
12,79,0,1,0,1,1,0.48,11,5,1,26,0,1,
18,114,0,2,0,0,0,0.69,23,0,0,7,1,1,
24,152,0,8,0,1,1,0.52,1,4,0,6,1,0,
16,105,0,5,0,2,1,0.98,23,1,0,9,0,1,
21,143,0,5,1,0,0,0.79,16,0,0,13,1,0,
14,104,0,4,0,1,1,0.61,6,0,0,30,0,0,
29,199,0,3,1,0,0,0.52,16,6,1,18,0,0,
25,153,0,1,0,0,0,0.68,2,2,0,21,1,1,
5,34,0,1,0,0,0,0.64,1,3,0,28,0,0,
21,135,0,6,1,1,1,0.61,21,5,1,21,0,1,
18,115,0,8,0,1,1,0.78,16,6,1,8,1,1,
18,122,0,0,1,2,1,0.95,2,4,0,9,0,0,
8,46,0,4,1,1,1,0.83,15,0,0,10,1,1,
11,64,0,6,0,2,1,0.73,8,5,1,17,1,0,
13,89,0,8,1,2,1,0.88,5,1,0,25,1,0,
9,55,0,6,0,1,1,0.57,14,0,0,8,0,0,
30,187,0,3,1,0,0,0.68,21,4,0,22,1,1,
15,91,0,2,0,1,1,0.9,7,6,1,8,0,0,
30,190,0,8,1,1,1,0.41,14,2,0,9,1,1,
14,92,0,2,0,2,1,0.85,3,6,1,15,0,1,
29,186,0,2,0,0,0,0.44,2,6,1,12,1,1,
24,156,0,4,1,0,0,0.51,7,1,0,23,1,1,
20,128,0,3,1,2,1,0.57,6,2,0,6,0,0,
15,109,0,1,0,0,0,0.74,16,2,0,7,0,0,
16,96,0,2,0,2,1,0.81,8,4,0,20,0,0,
18,114,0,8,1,0,0,0.8,11,3,0,16,1,0,
24,154,0,3,0,1,1,0.81,7,5,1,2,1,1,
17,114,0,6,0,0,0,0.36,8,3,0,3,1,0,
13,75,0,8,1,1,1,0.84,0,3,0,20,0,1,
17,120,0,6,1,1,1,0.53,16,2,0,26,0,1,
15,96,0,4,1,0,0,0.65,4,2,0,2,1,1,
27,167,0,8,0,0,0,0.82,8,6,1,28,0,1,
26,149,0,7,1,1,1,0.59,8,4,0,1,0,1,
8,50,0,2,1,1,1,0.68,1,1,0,4,0,0,
9,58,0,8,1,2,1,0.9,10,2,0,9,1,0,
20,120,0,5,1,2,1,0.96,5,6,1,14,1,1,
24,152,0,1,0,1,1,0.8,4,5,1,18,0,1,
19,131,0,3,1,0,0,0.55,4,4,0,7,0,1,
25,156,0,6,0,1,1,0.73,0,3,0,27,1,0,
14,88,0,4,1,1,1,0.69,5,1,0,1,0,0,
14,81,0,3,1,1,1,0.99,16,0,0,27,0,1,
26,175,0,5,1,0,0,0.8,22,1,0,6,1,1,
26,158,0,7,1,0,0,0.59,12,0,0,16,0,0,
8,50,0,5,1,1,1,0.87,4,1,0,11,0,0,
14,92,0,4,1,2,1,0.91,4,3,0,24,0,0,
18,102,0,5,1,1,1,0.69,13,1,0,12,1,1,
19,103,0,0,1,0,0,0.69,8,3,0,8,0,1,
18,108,0,1,0,1,1,0.61,19,3,0,23,1,0,
18,111,0,3,1,2,1,0.54,21,0,0,9,0,0,
20,125,0,6,0,1,1,0.73,20,0,0,16,0,1,
15,80,0,5,1,1,1,0.92,19,4,0,18,0,0,
14,91,0,2,0,0,0,0.81,21,3,0,19,1,1,
14,82,0,4,0,2,1,0.65,18,4,0,12,0,0,
20,111,0,2,0,0,0,0.34,13,1,0,28,1,0,
18,110,0,7,1,1,1,0.47,1,1,0,4,1,1,
22,119,0,1,0,1,1,0.76,23,3,0,28,1,1,
17,102,0,5,1,2,1,0.54,15,6,1,29,1,1,
25,140,0,2,0,1,1,0.82,19,4,0,9,0,1,
18,121,0,0,0,0,0,0.72,21,0,0,1,0,1,
24,140,0,4,1,0,0,0.81,13,4,0,27,0,1,
17,111,0,8,1,0,0,0.61,17,0,0,11,0,0,
19,126,0,5,0,2,1,0.77,10,4,0,9,0,1,
19,122,0,8,1,1,1,0.37,1,3,0,25,1,0,
21,146,0,7,0,0,0,0.57,18,5,1,23,0,1,
22,137,0,4,0,0,0,0.55,20,2,0,1,0,0,
15,107,0,7,0,2,1,0.77,9,6,1,18,0,0,
25,158,0,3,1,1,1,0.56,17,4,0,10,0,1,
16,103,0,8,0,1,1,0.66,15,2,0,5,1,1,
22,130,0,3,1,0,0,0.41,5,2,0,8,0,1,
17,117,0,2,0,1,1,0.67,5,0,0,7,0,1,
22,134,0,2,0,1,1,0.53,2,1,0,16,0,1,
17,99,0,8,1,0,0,0.57,3,3,0,8,1,1,
21,143,0,4,1,1,1,0.64,12,1,0,20,0,0,
24,154,0,3,1,1,1,0.59,17,6,1,19,0,1,
23,143,0,3,0,1,1,0.76,23,4,0,9,1,1,
16,92,0,5,0,2,1,0.93,23,4,0,26,1,0,
14,97,0,8,1,2,1,0.97,0,4,0,15,0,0,
14,78,0,3,1,1,1,0.98,21,0,0,27,0,0,
22,149,0,5,1,0,0,0.38,19,0,0,9,1,1,
22,143,0,8,1,1,1,0.49,16,0,0,22,0,1,
19,119,0,5,0,0,0,0.31,23,3,0,11,1,0,
18,107,0,5,1,1,1,0.84,15,3,0,3,1,1,
15,96,0,7,1,2,1,0.52,1,0,0,16,0,1,
25,159,0,4,1,1,1,0.41,3,6,1,27,1,1,
25,167,0,0,1,0,0,0.53,0,0,0,8,0,0,
22,135,0,2,0,0,0,0.65,11,2,0,17,1,1,
12,78,0,0,0,1,1,0.51,20,1,0,24,0,0,
8,44,0,5,1,2,1,0.91,13,0,0,9,1,0,
14,85,0,5,1,1,1,0.81,14,0,0,18,0,0,
17,98,0,7,0,1,1,0.83,15,0,0,5,1,1,
24,143,0,1,0,1,1,0.7,20,1,0,14,0,0,
28,178,0,8,0,1,1,0.56,9,4,0,28,1,1,
18,126,0,6,1,2,1,0.54,11,6,1,30,1,1,
26,154,0,4,1,1,1,0.58,15,5,1,6,0,1,
19,118,0,8,1,0,0,0.75,8,0,0,8,0,0,
26,157,0,5,0,0,0,0.36,16,4,0,18,1,1,
14,92,0,3,1,1,1,0.78,1,3,0,6,1,1,
19,124,0,1,0,0,0,0.76,14,3,0,27,0,0,
22,141,0,6,1,2,1,0.99,16,1,0,23,0,1,
22,149,0,2,1,0,0,0.52,4,6,1,16,1,0,
19,124,0,6,1,0,0,0.91,5,2,0,1,1,0,
15,88,0,6,1,2,1,0.52,13,4,0,26,0,0,
13,82,0,2,1,2,1,0.82,6,3,0,20,0,0,
14,99,0,5,1,1,1,0.98,10,0,0,18,0,0,
14,92,0,8,0,0,0,0.79,5,2,0,30,0,0,
26,186,0,3,1,1,1,0.76,19,6,1,27,0,1,
21,134,0,4,0,0,0,0.38,20,3,0,10,0,0,
14,80,0,2,0,2,1,0.76,14,2,0,13,0,0,
17,114,0,2,1,0,0,0.57,12,2,0,15,0,1,
21,138,0,1,0,0,0,0.69,0,1,0,8,0,0,
17,118,0,2,0,2,1,0.62,19,0,0,12,0,0,
26,166,0,4,1,1,1,0.64,12,4,0,13,0,1,
13,93,0,1,0,0,0,0.53,18,6,1,2,0,0,
15,110,0,3,1,1,1,0.94,0,0,0,3,0,0,
16,100,0,2,0,1,1,0.51,16,3,0,26,0,1,
18,115,0,2,0,1,1,0.57,19,3,0,11,0,0,
26,160,0,0,0,1,1,0.72,23,5,1,2,0,1,
23,143,0,4,1,2,1,0.71,6,0,0,16,0,0,
17,99,0,6,0,0,0,0.81,15,2,0,11,0,1,
24,159,0,4,1,0,0,0.3,10,1,0,3,0,0,
15,99,0,5,0,0,0,0.65,14,6,1,18,0,1,
10,60,0,1,0,1,1,0.68,16,4,0,10,0,0,
13,81,0,2,0,1,1,0.31,9,2,0,19,0,1,
20,115,0,2,0,0,0,0.59,22,3,0,30,1,1,
20,109,0,2,0,0,0,0.8,1,4,0,26,1,0,
15,98,0,2,0,1,1,0.9,12,3,0,13,0,1,
26,153,0,0,0,1,1,0.43,20,3,0,17,1,1,
12,69,0,0,0,2,1,0.8,19,4,0,29,0,0,
23,142,0,0,0,0,0,0.46,4,6,1,16,0,1,
14,92,0,4,1,2,1,0.81,13,1,0,12,0,0,
16,106,0,1,1,0,0,0.83,19,0,0,4,0,0,
21,133,0,5,0,0,0,0.57,23,1,0,3,0,0,
18,111,0,4,0,2,1,0.66,2,6,1,1,0,0,
29,185,0,1,1,1,1,0.82,19,2,0,29,1,1,
23,157,0,3,0,0,0,0.64,1,4,0,27,1,0,
10,73,0,7,1,2,1,0.95,23,6,1,17,1,0,
20,127,0,7,0,1,1,0.57,0,5,1,12,1,1,
28,161,0,6,1,0,0,0.72,8,5,1,27,1,1,
18,97,0,3,1,0,0,0.57,4,6,1,27,1,1,
21,129,0,8,0,0,0,0.63,7,5,1,21,0,1,
13,75,0,8,0,0,0,0.98,11,6,1,30,1,0,
24,144,0,0,0,1,1,0.35,15,3,0,14,1,1,
20,136,0,5,0,0,0,0.88,11,1,0,27,1,0,
12,62,0,1,0,0,0,0.79,18,5,1,19,1,1,
23,139,0,1,0,1,1,0.65,19,1,0,22,1,1,
21,140,0,6,1,2,1,0.53,17,6,1,26,1,1,
22,146,0,4,0,1,1,0.7,1,6,1,4,0,1,
14,73,0,0,0,0,0,0.77,12,1,0,15,0,0,
24,171,0,3,1,2,1,0.92,2,4,0,9,0,0,
16,103,0,2,0,0,0,0.8,4,6,1,4,0,0,
21,141,0,5,0,0,0,0.79,20,5,1,22,0,0,
13,85,0,5,0,0,0,0.51,7,0,0,20,1,0,
11,73,0,1,0,2,1,0.8,8,6,1,10,0,0,
21,146,0,8,1,1,1,0.91,22,0,0,2,0,0,
20,114,0,8,1,0,0,0.78,23,1,0,4,0,1,
7,55,0,5,1,1,1,0.53,18,2,0,18,0,0,
19,110,0,5,0,1,1,0.32,8,3,0,8,1,1,
20,128,0,6,1,0,0,0.66,21,4,0,17,1,0,
21,117,0,3,1,0,0,0.57,17,6,1,1,0,1,
14,87,0,6,0,0,0,0.76,5,4,0,23,1,1,
21,146,0,0,0,1,1,0.91,15,0,0,10,0,1,
19,123,0,1,0,1,1,0.8,20,1,0,27,0,1,
17,105,0,8,0,0,0,0.68,10,5,1,2,0,0,
15,92,0,4,0,1,1,0.93,12,2,0,26,1,1,
19,111,0,2,0,1,1,0.9,0,4,0,5,0,0,
13,85,0,7,1,2,1,0.66,1,0,0,25,1,0,
15,99,0,4,1,0,0,0.85,5,1,0,9,0,0,
26,169,0,0,0,0,0,0.53,18,5,1,11,0,1,
14,99,0,1,0,1,1,0.65,0,2,0,15,0,0,
18,127,0,4,1,2,1,0.71,22,3,0,3,0,0,
21,116,0,7,1,2,1,0.93,16,6,1,21,1,0,
19,121,0,5,1,0,0,0.71,11,4,0,2,0,0,
19,117,0,2,1,1,1,0.97,8,2,0,18,0,1,
13,77,0,6,0,1,1,0.55,19,4,0,5,0,1,
14,96,0,0,0,0,0,0.59,6,0,0,25,0,0,
22,153,0,8,0,1,1,0.78,13,6,1,15,0,1,
27,164,0,4,1,1,1,0.56,0,3,0,17,1,1,
31,211,0,3,1,0,0,0.64,16,4,0,1,1,0,
11,67,0,4,1,1,1,0.69,13,5,1,9,0,1,
21,135,0,7,1,1,1,0.73,17,6,1,26,0,0,
10,58,0,0,1,0,0,0.66,19,3,0,5,1,0,
14,93,0,1,0,0,0,0.58,13,3,0,27,0,0,
21,150,0,6,0,1,1,0.93,5,2,0,25,0,1,
21,126,0,4,1,1,1,0.71,8,1,0,14,0,1,
21,139,0,1,1,2,1,0.88,21,1,0,9,0,1,
15,106,0,0,0,1,1,0.36,4,3,0,11,1,0,
11,74,0,4,0,0,0,0.61,8,4,0,17,0,1,
16,116,0,0,0,2,1,0.85,0,5,1,24,0,1,
19,118,0,7,1,1,1,0.56,10,0,0,19,0,0,
18,116,0,7,0,1,1,0.62,21,6,1,25,0,1,
21,140,0,5,1,0,0,0.33,6,6,1,18,1,1,
21,142,0,5,1,2,1,0.76,12,0,0,7,0,1,
17,112,0,2,1,1,1,0.89,4,6,1,18,0,0,
21,132,0,5,1,0,0,1.0,3,0,0,14,0,0,
23,125,0,3,1,1,1,0.83,0,6,1,22,1,1,
27,199,0,1,0,0,0,0.57,0,3,0,2,0,1,
17,119,0,7,1,1,1,0.63,6,0,0,14,1,0,
13,93,0,7,1,0,0,0.83,18,4,0,14,0,0,
25,144,0,2,0,0,0,0.7,10,6,1,22,0,1,
27,163,0,3,1,0,0,0.73,9,1,0,8,1,0,
14,90,0,5,1,0,0,0.8,3,3,0,23,0,1,
24,146,0,1,0,2,1,0.62,21,4,0,30,0,0,
15,93,0,5,1,2,1,0.81,7,3,0,17,1,0,
21,131,0,8,0,0,0,0.6,12,5,1,19,0,0,
14,80,0,7,0,0,0,0.51,1,3,0,20,0,0,
18,120,0,2,0,1,1,0.79,4,2,0,3,0,1,
19,110,0,6,0,1,1,0.4,8,6,1,11,1,0,
24,137,0,8,1,1,1,0.4,19,0,0,1,0,0,
21,115,0,0,0,1,1,0.68,20,5,1,19,0,0,
20,115,0,7,1,0,0,0.78,13,5,1,5,0,0,
19,125,0,1,0,2,1,0.99,18,5,1,7,1,1,
12,75,0,8,1,0,0,0.72,19,2,0,2,1,0,
14,90,0,7,0,1,1,0.81,8,4,0,15,0,1,
19,130,0,1,0,1,1,0.55,11,6,1,6,1,0,
17,100,0,5,1,1,1,0.97,6,6,1,16,0,0,
23,162,0,1,0,0,0,0.74,16,1,0,26,1,1,
23,143,0,2,0,0,0,0.75,0,6,1,18,1,1,
15,118,0,5,1,0,0,0.38,3,3,0,15,1,1,
9,46,0,7,1,0,0,0.73,10,3,0,19,1,0,
11,70,0,1,0,1,1,0.84,15,0,0,18,0,0,
12,73,0,1,0,0,0,1.0,8,0,0,30,0,0,
22,149,0,5,1,0,0,0.6,4,4,0,30,0,0,
20,121,0,5,0,2,1,0.99,4,2,0,9,0,1,
19,112,0,7,0,1,1,0.32,22,3,0,22,0,1,
21,141,0,3,1,0,0,0.92,0,2,0,14,0,0,
21,140,0,3,1,1,1,0.86,0,6,1,5,1,1,
16,109,0,8,0,1,1,0.84,21,1,0,12,1,1,
8,54,0,4,0,2,1,0.69,17,3,0,24,0,0,
20,120,0,2,0,0,0,0.68,8,3,0,26,0,1,
17,133,0,2,0,1,1,0.66,2,3,0,30,1,0,
25,172,0,5,0,1,1,0.95,2,5,1,11,1,0,
25,154,0,0,0,2,1,0.55,9,1,0,21,0,1,
22,142,0,6,0,0,0,0.5,16,4,0,17,0,1,
10,63,0,1,0,0,0,0.96,23,0,0,5,0,0,
19,123,0,0,0,0,0,0.55,7,6,1,1,0,1,
19,119,0,1,0,1,1,0.32,9,3,0,12,1,1,
22,154,0,8,1,2,1,0.95,9,5,1,4,0,0,
21,133,0,7,0,2,1,0.72,6,0,0,29,0,0,
22,143,0,4,1,1,1,0.57,22,4,0,9,0,1,
19,128,0,8,0,2,1,0.95,9,4,0,19,0,1,
26,169,0,5,1,1,1,0.66,14,6,1,4,1,1,
19,113,0,4,1,2,1,0.64,1,1,0,13,1,0,
15,99,0,8,1,1,1,0.69,8,0,0,28,0,0,
25,157,0,2,1,0,0,0.31,3,0,0,2,1,0,
19,108,0,6,0,0,0,0.38,18,5,1,24,1,1,
15,92,0,3,1,0,0,0.56,0,5,1,25,0,1,
23,155,0,7,1,1,1,0.4,0,3,0,5,0,1,
22,131,0,8,0,0,0,0.4,11,1,0,21,0,1,
23,133,0,8,1,1,1,0.71,22,4,0,28,0,0,
21,138,0,1,0,0,0,0.61,21,0,0,23,1,0,
16,108,0,0,0,0,0,0.79,21,3,0,6,0,0,
22,126,0,6,1,0,0,0.52,17,3,0,17,0,1,
17,105,0,7,1,1,1,0.82,17,2,0,15,0,1,
22,134,0,6,1,1,1,0.34,19,4,0,3,0,1,
14,80,0,4,0,0,0,0.91,13,6,1,23,0,0,
26,160,0,6,1,0,0,0.39,15,5,1,3,1,1,
22,143,0,4,0,2,1,0.65,3,5,1,15,0,0,
27,150,0,7,0,1,1,0.38,12,3,0,19,1,1,
16,106,0,1,0,0,0,0.55,22,5,1,11,0,0,
21,126,0,1,0,1,1,0.33,21,2,0,28,1,1,
18,126,0,7,0,1,1,0.68,5,0,0,10,1,1,
19,113,0,5,0,0,0,0.56,1,0,0,14,0,0,
18,103,0,8,0,1,1,0.91,6,0,0,7,0,0,
19,120,0,0,0,1,1,0.8,20,0,0,21,0,0,
23,138,0,1,0,1,1,0.45,20,6,1,28,1,1,
22,138,0,5,1,0,0,0.73,14,0,0,1,0,0,
8,47,0,7,0,2,1,0.86,7,4,0,22,0,0,
15,95,0,0,0,2,1,0.53,7,4,0,27,0,0,
8,48,0,1,0,2,1,0.69,5,1,0,2,0,0,
13,85,0,6,1,2,1,0.7,22,4,0,18,0,1,
22,135,0,2,0,2,1,0.71,8,5,1,2,0,0,
13,78,0,1,0,0,0,0.69,8,5,1,8,0,0,
29,188,0,4,1,1,1,0.52,15,0,0,1,0,0,
19,125,0,2,0,1,1,0.75,2,1,0,10,1,1,
15,103,0,4,1,1,1,0.88,1,4,0,30,0,1,
14,103,0,0,0,0,0,0.94,13,4,0,3,0,1,
18,126,0,2,1,2,1,0.89,16,0,0,17,0,1,
20,131,0,2,1,0,0,0.61,12,2,0,8,1,1,
24,159,0,8,1,1,1,0.55,3,2,0,9,0,0,
14,92,0,4,0,0,0,0.73,16,3,0,2,1,1,
17,118,0,2,0,1,1,0.79,13,2,0,19,0,0,
16,107,0,8,1,1,1,0.41,1,3,0,2,0,1,
15,94,0,8,0,1,1,0.81,7,6,1,26,0,0,
18,121,0,2,0,0,0,0.92,17,6,1,6,0,0,
19,107,0,6,1,0,0,0.71,14,4,0,16,0,1,
21,131,0,3,1,0,0,0.79,2,6,1,18,1,1,
7,38,0,6,1,0,0,0.77,6,6,1,16,0,0,
11,71,0,8,1,2,1,0.72,1,1,0,4,0,0,
23,147,0,1,0,0,0,0.47,22,4,0,2,1,1,
17,118,0,7,0,0,0,0.63,20,2,0,18,0,0,
21,147,0,6,0,0,0,0.46,6,0,0,3,0,1,
22,136,0,2,0,1,1,0.53,5,0,0,15,0,1,
13,98,0,0,1,0,0,0.74,8,5,1,14,1,1,
21,148,0,2,0,2,1,0.61,20,3,0,26,0,0,
24,178,0,7,0,1,1,0.86,15,2,0,26,0,0,
19,127,0,1,0,1,1,0.57,8,1,0,29,1,1,
17,98,0,7,1,2,1,0.57,17,3,0,5,0,0,
25,149,0,5,1,1,1,0.37,5,0,0,18,1,0,
10,66,0,6,1,2,1,0.65,9,0,0,25,0,0,
17,95,0,8,0,1,1,0.75,20,1,0,12,0,0,
24,146,0,7,1,0,0,0.68,13,6,1,9,0,1,
17,105,0,4,0,0,0,0.51,5,1,0,12,1,0,
6,35,0,3,1,1,1,0.75,5,1,0,23,0,0,
19,141,0,5,1,0,0,0.7,15,1,0,13,0,0,
15,102,0,1,1,0,0,0.89,3,4,0,9,0,0,
10,50,0,5,1,2,1,0.85,14,4,0,16,0,0,
22,132,0,3,0,1,1,0.33,0,2,0,10,1,1,
26,172,0,8,1,1,1,0.54,22,3,0,23,0,0,
24,133,0,2,0,1,1,0.34,8,5,1,1,1,0,
19,122,0,5,1,2,1,0.62,4,2,0,8,0,0,
12,80,0,5,1,2,1,0.6,19,5,1,15,0,0,
16,83,0,6,1,2,1,0.59,16,6,1,11,0,0,
17,109,0,4,1,0,0,0.38,16,5,1,29,1,1,
22,130,0,6,1,0,0,0.46,22,2,0,29,0,1,
13,81,0,7,1,0,0,0.9,7,2,0,12,0,0,
14,86,0,1,0,2,1,0.85,10,5,1,18,0,0,
18,112,0,1,1,2,1,0.94,11,3,0,13,0,0,
20,121,0,4,1,2,1,0.84,18,2,0,25,0,0,
17,107,0,1,0,0,0,0.59,4,3,0,20,1,1,
29,180,0,3,1,0,0,0.84,15,5,1,6,0,0,
19,126,0,5,0,1,1,0.64,1,2,0,17,1,1,
18,113,0,6,1,0,0,0.71,19,5,1,21,0,1,
22,138,0,6,0,0,0,0.51,10,5,1,10,1,1,
22,141,0,2,0,1,1,0.7,1,5,1,20,0,1,
14,83,0,5,1,2,1,0.65,1,5,1,28,0,1,
18,114,0,1,1,0,0,0.89,15,5,1,18,0,0,
22,150,0,1,0,2,1,0.93,23,4,0,14,0,0,
23,138,0,8,1,1,1,0.81,3,4,0,29,0,0,
28,209,0,1,0,0,0,0.56,13,0,0,5,1,1,
20,125,0,0,0,1,1,0.92,20,6,1,10,0,1,
17,109,0,0,1,1,1,0.55,14,3,0,9,0,0,
18,107,0,2,1,2,1,0.99,15,3,0,21,0,1,
19,122,0,8,1,1,1,0.4,14,4,0,11,1,1,
24,154,0,1,0,1,1,0.57,4,2,0,1,0,1,
13,86,0,4,1,0,0,0.54,23,5,1,23,1,0,
17,109,0,6,0,2,1,0.55,18,4,0,15,0,0,
16,86,0,2,1,1,1,0.99,4,1,0,19,0,0,
12,86,0,8,1,0,0,0.73,17,3,0,15,0,0,
8,53,0,3,0,0,0,0.74,18,1,0,12,0,1,
25,149,0,7,1,0,0,0.6,16,1,0,20,1,1,
12,78,0,5,0,0,0,0.87,12,6,1,26,0,0,
23,148,0,6,1,0,0,0.68,5,3,0,4,0,1,
21,145,0,2,0,0,0,0.56,3,0,0,17,0,0,
19,121,0,8,0,2,1,0.97,7,6,1,1,0,0,
20,127,0,7,1,1,1,0.84,13,3,0,1,0,1,
17,110,0,6,1,0,0,0.67,4,5,1,20,0,1,
18,110,0,4,0,0,0,0.94,20,4,0,12,0,1,
13,86,0,6,0,2,1,0.97,21,0,0,3,0,0,
26,185,0,0,0,2,1,0.74,22,0,0,2,0,0,
19,127,0,6,0,0,0,0.62,20,2,0,10,1,0,
20,127,0,8,0,2,1,0.52,6,2,0,22,0,0,
6,32,0,0,0,1,1,0.52,17,5,1,25,1,1,
20,126,0,3,1,0,0,0.97,4,5,1,24,0,1,
7,45,0,8,0,0,0,0.53,21,2,0,9,0,0,
20,126,0,6,0,1,1,0.78,16,2,0,20,0,1,
19,121,0,2,0,1,1,0.56,12,2,0,10,0,0,
27,176,0,4,0,0,0,0.55,14,3,0,24,1,0,
21,144,0,3,0,0,0,0.56,13,6,1,19,0,0,
23,141,0,2,0,1,1,0.62,21,2,0,15,1,1,
